,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
499,BM2L1C1F14,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
500,BM2L1C1F15,BU,33,85,0.0,0.0%,255,0.0,0.0,0.0,0,81.0,0.0,0.0,0.0,0,180.0,0.0,0.0,0.0,0
501,BM2L1C1F15,LR,16,17,16.0,94.1%,51,42.0,48.0,3.0,"('M130_2',)",45.0,0.0,0.0,0.0,0,117.0,0.0,0.0,0.0,0
502,BM2L1C1F15,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",56.0,8.0,0.0,56.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
503,BM2L1C1F16,BU,33,51,0.0,0.0%,153,0.0,0.0,0.0,0,81.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
504,BM2L1C1F16,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
505,BM2L1C1F16,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
506,BM2L1C1F17,BU,33,48,0.0,0.0%,144,0.0,0.0,0.0,0,93.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
507,BM2L1C1F17,LR,16,30,0.0,0.0%,90,0.0,0.0,0.0,0,45.0,42.0,42.0,3.0,"('M130_2',)",39.0,0.0,0.0,0.0,0
508,BM2L1C1F17,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
509,BM2L1C1F18,BU,33,27,0.0,0.0%,81,0.0,0.0,0.0,0,138.0,42.0,135.0,3.0,"('P63_4',)",90.0,0.0,0.0,0.0,0
510,BM2L1C1F18,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,52.0,0.0,0.0,0.0,0
511,BM2L1C1F18,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
512,BM2L1C1F19,BU,33,46,0.0,0.0%,138,0.0,0.0,0.0,0,81.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0
513,BM2L1C1F19,LR,16,30,29.0,96.7%,90,42.0,87.0,3.0,"('M130_2',)",45.0,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0
514,BM2L1C1F19,RR,7,14,0.0,0.0%,42,12.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,12.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",63.0,12.0,0.0,63.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
515,BM2L1C1F20,BU,33,30,0.0,0.0%,90,0.0,0.0,0.0,0,81.0,0.0,0.0,0.0,0,135.0,0.0,0.0,0.0,0
516,BM2L1C1F20,LR,16,15,0.0,0.0%,45,0.0,0.0,0.0,0,51.0,42.0,48.0,3.0,"('P83_1',)",156.0,0.0,0.0,0.0,0
517,BM2L1C1F20,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
518,BM2L1C1F21,BU,33,21,0.0,0.0%,63,0.0,0.0,0.0,0,138.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
519,BM2L1C1F21,LR,16,17,0.0,0.0%,51,0.0,0.0,0.0,0,123.0,42.0,117.0,6.0,"('M130_2', 'FAI0780')",78.0,0.0,0.0,0.0,0
520,BM2L1C1F21,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
521,BM2L1C1F22,BU,33,36,0.0,0.0%,108,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
522,BM2L1C1F22,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
523,BM2L1C1F22,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
524,BM2L1C1F23,BU,33,31,0.0,0.0%,93,0.0,0.0,0.0,0,135.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
525,BM2L1C1F23,LR,16,17,16.0,94.1%,34,28.0,32.0,2.0,"('M130_2',)",26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
526,BM2L1C1F23,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
527,BM2L1C1F24,BU,33,40,39.0,97.5%,120,39.0,117.0,3.0,"('P66',)",90.0,33.0,84.0,6.0,"('P66', 'P66')",135.0,33.0,129.0,6.0,"('P66', 'P66')"
528,BM2L1C1F24,LR,16,17,16.0,94.1%,34,28.0,32.0,2.0,"('M130_2',)",26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
529,BM2L1C1F24,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
530,BM2L1C1F25,BU,33,15,0.0,0.0%,45,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0,135.0,0.0,0.0,0.0,0
531,BM2L1C1F25,LR,16,15,0.0,0.0%,45,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
532,BM2L1C1F25,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
533,BM2L1C1F26,BU,33,27,0.0,0.0%,81,0.0,0.0,0.0,0,138.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
534,BM2L1C1F26,LR,16,15,0.0,0.0%,45,0.0,0.0,0.0,0,90.0,42.0,87.0,3.0,"('M130_2',)",39.0,0.0,0.0,0.0,0
535,BM2L1C1F26,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
536,BM2L1C1F27,BU,33,76,0.0,0.0%,228,0.0,0.0,0.0,0,216.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
537,BM2L1C1F27,LR,16,15,14.0,93.3%,45,42.0,42.0,3.0,"('M130_2',)",84.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
538,BM2L1C1F27,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
539,BM2L1C1F28,BU,33,36,0.0,0.0%,108,0.0,0.0,0.0,0,126.0,0.0,0.0,0.0,0,138.0,0.0,0.0,0.0,0
540,BM2L1C1F28,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,82.0,28.0,76.0,6.0,"('M130_2', 'FAI0276', 'FAI0780')"
541,BM2L1C1F28,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
542,BM2L1C1F29,BU,33,64,63.0,98.4%,192,36.0,189.0,3.0,"('P66',)",126.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
543,BM2L1C1F29,LR,16,15,14.0,93.3%,45,42.0,42.0,3.0,"('M130_2',)",84.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
544,BM2L1C1F29,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
545,BM2L1C1F30,BU,33,21,0.0,0.0%,63,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0,135.0,33.0,132.0,3.0,"('P66',)"
546,BM2L1C1F30,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
547,BM2L1C1F30,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
548,BM2L1C1F31,BU,33,36,0.0,0.0%,108,0.0,0.0,0.0,0,36.0,0.0,0.0,0.0,0,318.0,42.0,303.0,15.0,"('P66', 'P63_2', 'P63_1', 'P63_3', 'P63_4')"
549,BM2L1C1F31,LR,16,15,0.0,0.0%,45,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0,84.0,42.0,81.0,3.0,"('M130_2',)"
550,BM2L1C1F32,BU,33,27,0.0,0.0%,81,0.0,0.0,0.0,0,129.0,42.0,120.0,9.0,"('P63_2', 'P63_3', 'P63_4')",45.0,0.0,0.0,0.0,0
551,BM2L1C1F32,LR,16,15,0.0,0.0%,45,0.0,0.0,0.0,0,51.0,42.0,48.0,3.0,"('M130_2',)",39.0,0.0,0.0,0.0,0
552,BM2L1C1F32,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
553,BM2L1C1F33,BU,33,103,102.0,99.0%,309,42.0,306.0,3.0,"('P63_4',)",117.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
554,BM2L1C1F33,LR,16,30,0.0,0.0%,90,0.0,0.0,0.0,0,51.0,0.0,0.0,0.0,0,39.0,36.0,36.0,3.0,"('FAI0288',)"
555,BM2L1C1F33,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
556,BM2L1C1F34,BU,33,30,0.0,0.0%,90,0.0,0.0,0.0,0,129.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
557,BM2L1C1F34,LR,16,26,0.0,0.0%,78,0.0,0.0,0.0,0,129.0,42.0,120.0,9.0,"('M130_2', 'M130_2', 'M130_2')",39.0,0.0,0.0,0.0,0
558,BM2L1C1F34,RR,7,14,0.0,0.0%,42,12.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",63.0,12.0,0.0,63.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,12.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
559,BM2L1C1F35,BU,33,30,29.0,96.7%,90,33.0,87.0,3.0,"('P66',)",36.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0
560,BM2L1C1F35,LR,16,26,0.0,0.0%,78,0.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
561,BM2L1C1F35,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
562,BM2L1C1F36,BU,33,30,0.0,0.0%,90,0.0,0.0,0.0,0,117.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
563,BM2L1C1F36,LR,16,26,25.0,96.2%,78,36.0,75.0,3.0,"('FAI0276',)",90.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
564,BM2L1C1F36,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
565,BM2L1C1F37,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,178.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
566,BM2L1C1F37,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,64.0,28.0,62.0,2.0,"('M130_2',)",0.0,0.0,0.0,0.0,0
567,BM2L1C1F37,RR,7,14,0.0,0.0%,14,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
568,BM2L1C1F39,BU,33,42,0.0,0.0%,84,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
569,BM2L1C1F39,LR,16,28,0.0,0.0%,56,0.0,0.0,0.0,0,34.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
570,BM2L1C1F39,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
571,BM2L1C1F40,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,78.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
572,BM2L1C1F40,LR,16,13,12.0,92.3%,26,24.0,24.0,2.0,"('FAI0780',)",30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
573,BM2L1C1F40,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
574,BM2L1C1F41,BU,33,30,0.0,0.0%,60,0.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
575,BM2L1C1F41,LR,16,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
576,BM2L1C1F41,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
577,BM2L1C1F42,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
578,BM2L1C1F42,LR,16,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
579,BM2L1C1F42,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
580,BM2L1C1F43,BU,33,27,0.0,0.0%,81,0.0,0.0,0.0,0,93.0,0.0,0.0,0.0,0,138.0,0.0,0.0,0.0,0
581,BM2L1C1F43,LR,16,15,0.0,0.0%,45,0.0,0.0,0.0,0,84.0,42.0,78.0,6.0,"('M130_2', 'M130_2')",84.0,42.0,81.0,3.0,"('M130_2',)"
582,BM2L1C1F43,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
583,BM2L1C1F44,BU,33,15,0.0,0.0%,45,0.0,0.0,0.0,0,150.0,42.0,138.0,12.0,"('P63_2', 'P63_3', 'P63_4', 'P66')",57.0,36.0,54.0,3.0,"('P63_3',)"
584,BM2L1C1F44,LR,16,13,0.0,0.0%,39,0.0,0.0,0.0,0,45.0,42.0,42.0,3.0,"('M130_2',)",39.0,36.0,36.0,3.0,"('M130_2',)"
585,BM2L1C1F44,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
586,BM2L1C1F45,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
587,BM2L1C1F45,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
588,BM2L1C1F45,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
589,BM2L1C1F46,BU,33,15,0.0,0.0%,45,0.0,0.0,0.0,0,81.0,39.0,78.0,3.0,"('P66',)",81.0,0.0,0.0,0.0,0
590,BM2L1C1F46,LR,16,15,14.0,93.3%,45,42.0,42.0,3.0,"('FAI0276',)",474.0,42.0,453.0,21.0,"('FAI0276', 'FAI0780', 'FAI0780', 'FAI0780', 'FAI0780', 'FAI0780', 'FAI0780')",45.0,0.0,0.0,0.0,0
591,BM2L1C1F46,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
592,BM2L1C1F47,BU,33,36,0.0,0.0%,72,0.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
593,BM2L1C1F47,LR,16,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
594,BM2L1C1F47,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
